rebalance_date,stkcd
2024-05-01,600268
2024-05-01,600273
2024-05-01,600279
2024-05-01,600295
2024-05-01,600323
2024-05-01,600328
2024-05-01,600332
2024-05-01,600346
2024-05-01,600348
2024-05-01,600368
2024-05-01,600373
2024-05-01,600377
2024-05-01,600380
2024-05-01,600398
2024-05-01,600438
2024-05-01,600461
2024-05-01,600469
2024-05-01,600479
2024-05-01,600480
2024-05-01,600483
2024-05-01,600489
2024-05-01,600493
2024-05-01,600499
2024-05-01,600511
2024-05-01,600522
2024-05-01,600531
2024-05-01,600546
2024-05-01,600549
2024-05-01,600551
2024-05-01,600566
2024-05-01,600582
2024-05-01,600587
2024-05-01,600595
2024-05-01,600639
2024-05-01,600642
2024-05-01,600667
2024-05-01,600674
2024-05-01,600681
2024-05-01,600704
2024-05-01,600710
2024-05-01,600713
2024-05-01,600720
2024-05-01,600729
2024-05-01,600731
2024-05-01,600737
2024-05-01,600741
2024-05-01,600757
2024-05-01,600761
2024-05-01,600777
2024-05-01,600780
2024-05-01,600794
2024-05-01,600795
2024-05-01,600801
2024-05-01,600803
2024-05-01,600814
2024-05-01,600829
2024-05-01,600835
2024-05-01,600846
2024-05-01,600861
2024-05-01,600886
2024-05-01,600888
2024-05-01,600901
2024-05-01,600908
2024-05-01,600919
2024-05-01,600926
2024-05-01,600929
2024-05-01,600956
2024-05-01,600968
2024-05-01,600970
2024-05-01,600971
2024-05-01,600985
2024-05-01,600987
2024-05-01,601000
2024-05-01,601001
2024-05-01,601009
2024-05-01,601019
2024-05-01,601065
2024-05-01,601088
2024-05-01,601098
2024-05-01,601101
2024-05-01,601117
2024-05-01,601128
2024-05-01,601137
2024-05-01,601139
2024-05-01,601156
2024-05-01,601163
2024-05-01,601166
2024-05-01,601168
2024-05-01,601187
2024-05-01,601216
2024-05-01,601225
2024-05-01,601229
2024-05-01,601288
2024-05-01,601298
2024-05-01,601319
2024-05-01,601369
2024-05-01,601398
2024-05-01,601518
2024-05-01,601528
2024-05-01,601577
2024-05-01,601598
2024-05-01,601600
2024-05-01,601601
2024-05-01,601619
2024-05-01,601636
2024-05-01,601658
2024-05-01,601665
2024-05-01,601666
2024-05-01,601668
2024-05-01,601699
2024-05-01,601717
2024-05-01,601811
2024-05-01,601825
2024-05-01,601827
2024-05-01,601838
2024-05-01,601857
2024-05-01,601865
2024-05-01,601872
2024-05-01,601877
2024-05-01,601898
2024-05-01,601899
2024-05-01,601900
2024-05-01,601918
2024-05-01,601919
2024-05-01,601921
2024-05-01,601928
2024-05-01,601939
2024-05-01,601949
2024-05-01,601975
2024-05-01,601985
2024-05-01,603008
2024-05-01,603012
2024-05-01,603018
2024-05-01,603031
2024-05-01,603035
2024-05-01,603067
2024-05-01,603071
2024-05-01,603073
2024-05-01,603102
2024-05-01,603128
2024-05-01,603165
2024-05-01,603180
2024-05-01,603187
2024-05-01,603227
2024-05-01,603299
2024-05-01,603303
2024-05-01,603323
2024-05-01,603339
2024-05-01,603357
2024-05-01,603365
2024-05-01,603368
2024-05-01,603373
2024-05-01,603393
2024-05-01,603506
2024-05-01,603558
2024-05-01,603565
2024-05-01,603579
2024-05-01,603587
2024-05-01,603599
2024-05-01,603600
2024-05-01,603639
2024-05-01,603689
2024-05-01,603706
2024-05-01,603799
2024-05-01,603877
2024-05-01,603878
2024-05-01,603889
2024-05-01,603967
2024-05-01,603977
2024-05-01,603987
2024-05-01,603993
2024-05-01,603995
2024-05-01,605001
2024-05-01,605003
2024-05-01,605050
2024-05-01,605077
2024-05-01,605158
2024-05-01,605166
2024-05-01,605196
2024-05-01,605259
2024-05-01,605336
2024-05-01,605377
2024-05-01,688303
2024-05-01,688385
2024-05-01,688425
2024-05-01,688599
2024-05-01,688819
2024-05-01,689009
